         5626494 function calls (5602257 primitive calls) in 17.649 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       70    0.003    0.000    6.274    0.090 cursors.py:382(_post_get_result)
        5    0.000    0.000    0.000    0.000 cursors.py:386(fetchone)
       65    0.000    0.000    0.000    0.000 cursors.py:404(fetchall)
       60    0.001    0.000    0.001    0.000 cursors.py:69(__init__)
       75    0.000    0.000    0.000    0.000 datastructures.py:1091(__contains__)
      120    0.000    0.000    0.000    0.000 datastructures.py:1101(__iter__)
       80    0.000    0.000    0.000    0.000 datastructures.py:1105(__len__)
      290    0.000    0.000    0.000    0.000 datastructures.py:1130(_validate_value)
      290    0.001    0.000    0.002    0.000 datastructures.py:1149(set)
       35    0.000    0.000    0.000    0.000 datastructures.py:1181(<listcomp>)
      290    0.000    0.000    0.003    0.000 datastructures.py:1196(__setitem__)
       40    0.000    0.000    0.000    0.000 datastructures.py:1217(to_wsgi_list)
       70    0.000    0.000    0.002    0.000 datastructures.py:1797(<lambda>)
       70    0.000    0.000    0.000    0.000 datastructures.py:1840(__init__)
       70    0.000    0.000    0.002    0.000 datastructures.py:1860(_set_cache_value)
       70    0.000    0.000    0.001    0.000 datastructures.py:1880(to_header)
       40    0.000    0.000    0.000    0.000 datastructures.py:1951(__init__)
       35    0.000    0.000    0.000    0.000 datastructures.py:2122(__init__)
       35    0.000    0.000    0.000    0.000 datastructures.py:2180(__bool__)
       70    0.000    0.000    0.002    0.000 datastructures.py:234(oncall)
       45    0.000    0.000    0.000    0.000 datastructures.py:276(get)
       40    0.000    0.000    0.000    0.000 datastructures.py:31(iter_multi_items)
      440    0.002    0.000    0.003    0.000 datastructures.py:368(__init__)
        5    0.000    0.000    0.000    0.000 datastructures.py:395(__getitem__)
      290    0.000    0.000    0.000    0.000 datastructures.py:864(_unicodify_header_value)
       80    0.000    0.000    0.000    0.000 datastructures.py:907(__init__)
      215    0.001    0.000    0.001    0.000 datastructures.py:915(__getitem__)
      140    0.000    0.000    0.001    0.000 datastructures.py:941(get)
       50    0.000    0.000    0.001    0.000 decoder.py:334(decode)
       50    0.001    0.000    0.001    0.000 decoder.py:345(raw_decode)
       40    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
       40    0.000    0.000    0.000    0.000 encoder.py:181(encode)
       40    0.000    0.000    0.000    0.000 encoder.py:203(iterencode)
        1    0.000    0.000    0.000    0.000 enum.py:285(__members__)
       55    0.000    0.000    0.001    0.000 environment.py:1015(new_context)
        9    0.000    0.000    0.000    0.000 environment.py:381(iter_extensions)
       18    0.000    0.000    0.000    0.000 environment.py:384(<lambda>)
      395    0.001    0.000    0.001    0.000 environment.py:403(getattr)
        3    0.000    0.000    0.011    0.004 environment.py:468(_parse)
        3    0.000    0.000    0.000    0.000 environment.py:489(preprocess)
        6    0.000    0.000    0.000    0.000 environment.py:494(<lambda>)
        3    0.000    0.000    0.003    0.001 environment.py:497(_tokenize)
        3    0.000    0.000    0.008    0.003 environment.py:509(_generate)
        3    0.000    0.000    0.001    0.000 environment.py:517(_compile)
        3    0.000    0.000    0.022    0.007 environment.py:525(compile)
       55    0.000    0.000    0.000    0.000 environment.py:756(join_path)
       60    0.000    0.000    0.026    0.000 environment.py:768(_load_template)
       60    0.000    0.000    0.026    0.000 environment.py:791(get_template)
        5    0.000    0.000    0.014    0.003 environment.py:841(get_or_select_template)
       60    0.000    0.000    0.000    0.000 environment.py:864(make_globals)
        3    0.000    0.000    0.000    0.000 environment.py:928(from_code)
        3    0.000    0.000    0.000    0.000 environment.py:951(_from_namespace)
        5    0.000    0.000    0.028    0.006 environment.py:974(render)
       48    2.906    0.061    6.413    0.134 event.py:113(_wait)
      136    0.000    0.000    0.000    0.000 event.py:142(is_set)
       40    0.000    0.000    0.000    0.000 event.py:149(set)
       47    0.000    0.000    0.000    0.000 event.py:170(_wait_return_value)
       48    0.443    0.009    6.857    0.143 event.py:182(wait)
      149    0.000    0.000    0.000    0.000 event.py:19(__init__)
      202    0.000    0.000    0.000    0.000 event.py:301(ready)
      101    0.000    0.000    0.001    0.000 event.py:316(set)
  202/101    0.012    0.000    0.016    0.000 event.py:345(get)
      290    0.001    0.000    0.001    0.000 event.py:37(_check_and_notify)
      101    0.000    0.000    0.001    0.000 event.py:411(__call__)
      149    0.000    0.000    0.001    0.000 event.py:43(rawlink)
      149    0.000    0.000    0.000    0.000 event.py:55(unlink)
      141    0.000    0.000    0.002    0.000 event.py:62(_notify_links)
      149    0.001    0.000    3.506    0.024 event.py:84(_wait_core)
        5    0.000    0.000    0.000    0.000 exceptions.py:86(__init__)
        5    0.000    0.000    0.000    0.000 exceptions.py:99(__init__)
        6    0.000    0.000    0.000    0.000 ext.py:80(preprocess)
        6    0.000    0.000    0.000    0.000 ext.py:87(filter_stream)
      180    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
      180    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
     1000    0.001    0.000    0.002    0.000 feedparser.py:128(__next__)
       90    0.001    0.000    0.001    0.000 feedparser.py:139(__init__)
       90    0.000    0.000    0.000    0.000 feedparser.py:148(<lambda>)
       90    0.000    0.000    0.014    0.000 feedparser.py:175(feed)
      180    0.000    0.000    0.014    0.000 feedparser.py:180(_call_parse)
       90    0.000    0.000    0.003    0.000 feedparser.py:186(close)
       90    0.000    0.000    0.001    0.000 feedparser.py:199(_new_message)
       90    0.000    0.000    0.000    0.000 feedparser.py:209(_pop_message)
      180    0.002    0.000    0.014    0.000 feedparser.py:217(_parsegen)
       90    0.002    0.000    0.005    0.000 feedparser.py:470(_parse_headers)
       90    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
       90    0.000    0.000    0.000    0.000 feedparser.py:69(close)
     1000    0.001    0.000    0.001    0.000 feedparser.py:75(readline)
       90    0.000    0.000    0.001    0.000 feedparser.py:98(push)
       50    0.000    0.000    0.000    0.000 filters.py:753(do_mark_safe)
       76    0.000    0.000    0.000    0.000 genericpath.py:111(_splitext)
       44    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
       70    0.000    0.000    0.000    0.000 genericpath.py:48(getsize)
      133    0.000    0.000    0.001    0.000 genericpath.py:53(getmtime)
      680    0.001    0.000    0.002    0.000 globals.py:34(_lookup_req_object)
      265    0.000    0.000    0.001    0.000 globals.py:48(_find_app)
      435    0.004    0.000    0.075    0.000 helpers.py:193(url_for)
       35    0.001    0.000    0.014    0.000 helpers.py:430(send_file)
       35    0.000    0.000    0.001    0.000 helpers.py:579(safe_join)
       35    0.000    0.000    0.015    0.000 helpers.py:606(send_from_directory)
        1    0.000    0.000    0.000    0.000 helpers.py:784(__get__)
       70    0.000    0.000    0.000    0.000 helpers.py:815(_get_static_folder)
       35    0.000    0.000    0.000    0.000 helpers.py:835(has_static_folder)
        1    0.000    0.000    0.000    0.000 helpers.py:844(jinja_loader)
       35    0.000    0.000    0.000    0.000 helpers.py:854(get_send_file_max_age)
       35    0.000    0.000    0.016    0.000 helpers.py:880(send_static_file)
       35    0.000    0.000    0.000    0.000 helpers.py:922(total_seconds)
       35    0.000    0.000    0.000    0.000 http.py:156(quote_header_value)
       70    0.000    0.000    0.001    0.000 http.py:219(dump_header)
       35    0.000    0.000    0.000    0.000 http.py:280(parse_dict_header)
       70    0.000    0.000    0.001    0.000 http.py:406(parse_cache_control_header)
       35    0.000    0.000    0.000    0.000 http.py:619(quote_etag)
       35    0.000    0.000    0.000    0.000 http.py:656(parse_etags)
       70    0.000    0.000    0.001    0.000 http.py:690(parse_date)
      105    0.000    0.000    0.001    0.000 http.py:723(_dump_date)
      105    0.000    0.000    0.001    0.000 http.py:755(http_date)
       35    0.000    0.000    0.002    0.000 http.py:769(is_resource_modified)
       40    0.000    0.000    0.000    0.000 http.py:863(parse_cookie)
       40    0.000    0.000    0.000    0.000 http.py:897(_parse_pairs)
        1    0.000    0.000    0.000    0.000 hub.py:366(get_hub_class)
      576    0.001    0.000    0.001    0.000 hub.py:377(get_hub)
      7/4    0.000    0.000    0.004    0.001 hub.py:403(_import)
        1    0.000    0.000    0.000    0.000 hub.py:506(__init__)
        1    0.000    0.000    0.000    0.000 hub.py:585(print_exception)
      234    3.505    0.015    3.505    0.015 hub.py:605(switch)
       85    0.048    0.001    0.049    0.001 hub.py:614(wait)
      222    0.000    0.000    0.000    0.000 hub.py:636(cancel_wait)
      101    0.000    0.000    0.004    0.000 hub.py:728(_get_resolver)
        1    0.000    0.000    0.002    0.002 hub.py:743(_get_threadpool)
       85    0.000    0.000    0.000    0.000 hub.py:800(__init__)
       85    0.000    0.000    0.001    0.000 hub.py:836(switch)
       85    0.000    0.000    0.000    0.000 hub.py:866(get)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        1    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:292(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:295(StreamReader)
        1    0.000    0.000    0.001    0.001 idna.py:3(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.000    0.000 index.html:1(<module>)
      325    0.000    0.000    0.024    0.000 index.html:14(block_content)
      335    0.000    0.000    0.027    0.000 index.html:5(root)
       50    0.010    0.000   10.318    0.206 isuda.py:248(htmlify)
       50    0.220    0.004    1.213    0.024 isuda.py:255(<listcomp>)
      625    0.002    0.000    0.005    0.000 isuda.py:257(replace_keyword)
       50    0.001    0.000    0.176    0.004 isuda.py:270(load_stars)
       50    0.000    0.000    0.000    0.000 isuda.py:30(config)
       55    0.000    0.000    0.008    0.000 isuda.py:36(dbh)
       40    0.000    0.000    0.001    0.000 isuda.py:55(close_db)
        5    0.000    0.000   10.700    2.140 isuda.py:66(wrapper)
        5    0.130    0.026   10.700    2.140 isuda.py:99(get_index)
       40    0.000    0.000    0.003    0.000 itsdangerous.py:512(__init__)
       80    0.000    0.000    0.000    0.000 itsdangerous.py:61(want_bytes)
       40    0.000    0.000    0.003    0.000 itsdangerous.py:67(is_text_serializer)
       40    0.000    0.000    0.002    0.000 json.py:114(dumps)
       40    0.000    0.000    0.001    0.000 json.py:94(_dump_arg_defaults)
        1    0.000    0.000    0.000    0.000 keyword.html:1(<module>)
      170    0.001    0.000    0.013    0.000 keyword.html:5(root)
        1    0.000    0.000    0.000    0.000 lexer.py:189(compile_rules)
        1    0.000    0.000    0.000    0.000 lexer.py:209(<listcomp>)
        2    0.000    0.000    0.000    0.000 lexer.py:217(__init__)
      193    0.000    0.000    0.000    0.000 lexer.py:230(__new__)
      237    0.000    0.000    0.000    0.000 lexer.py:240(test)
       23    0.000    0.000    0.000    0.000 lexer.py:253(test_any)
        3    0.000    0.000    0.000    0.000 lexer.py:296(__init__)
       69    0.000    0.000    0.000    0.000 lexer.py:308(__bool__)
        1    0.000    0.000    0.000    0.000 lexer.py:314(push)
        1    0.000    0.000    0.000    0.000 lexer.py:318(look)
        1    0.000    0.000    0.000    0.000 lexer.py:326(skip)
      106    0.000    0.000    0.000    0.000 lexer.py:331(next_if)
      106    0.000    0.000    0.000    0.000 lexer.py:338(skip_if)
      191    0.000    0.000    0.004    0.000 lexer.py:342(__next__)
        3    0.000    0.000    0.000    0.000 lexer.py:354(close)
       48    0.000    0.000    0.001    0.000 lexer.py:360(expect)
        3    0.000    0.000    0.003    0.001 lexer.py:381(get_lexer)
        1    0.000    0.000    0.003    0.003 lexer.py:410(__init__)
       10    0.000    0.000    0.003    0.000 lexer.py:412(<lambda>)
        1    0.000    0.000    0.000    0.000 lexer.py:486(<listcomp>)
       36    0.000    0.000    0.000    0.000 lexer.py:538(_normalize_newlines)
        3    0.000    0.000    0.000    0.000 lexer.py:542(tokenize)
      190    0.000    0.000    0.004    0.000 lexer.py:548(wrap)
      280    0.001    0.000    0.002    0.000 lexer.py:594(tokeniter)
        1    0.000    0.000    0.000    0.000 loaders.py:160(__init__)
       63    0.001    0.000    0.003    0.000 loaders.py:167(get_source)
       63    0.000    0.000    0.000    0.000 loaders.py:22(split_template_path)
        3    0.000    0.000    0.022    0.007 loaders.py:99(load)
       80    0.000    0.000    0.001    0.000 local.py:139(push)
       80    0.000    0.000    0.000    0.000 local.py:147(pop)
     2075    0.003    0.000    0.005    0.000 local.py:160(top)
       80    0.000    0.000    0.000    0.000 local.py:28(release_local)
      945    0.001    0.000    0.005    0.000 local.py:296(_get_current_object)
       40    0.000    0.000    0.000    0.000 local.py:322(__bool__)
      895    0.001    0.000    0.007    0.000 local.py:340(__getattr__)
        5    0.000    0.000    0.000    0.000 local.py:360(<lambda>)
        5    0.000    0.000    0.000    0.000 local.py:375(<lambda>)
       80    0.000    0.000    0.000    0.000 local.py:65(__release_local__)
     2235    0.002    0.000    0.002    0.000 local.py:68(__getattr__)
       80    0.000    0.000    0.000    0.000 local.py:74(__setattr__)
      180    0.000    0.000    0.000    0.000 message.py:121(__init__)
      200    0.000    0.000    0.000    0.000 message.py:30(_splitparam)
       90    0.000    0.000    0.000    0.000 message.py:304(set_payload)
       40    0.000    0.000    0.001    0.000 message.py:452(items)
       40    0.000    0.000    0.001    0.000 message.py:460(<listcomp>)
      810    0.002    0.000    0.004    0.000 message.py:463(get)
      730    0.000    0.000    0.001    0.000 message.py:480(set_raw)
      360    0.001    0.000    0.004    0.000 message.py:565(get_content_type)
      270    0.000    0.000    0.003    0.000 message.py:589(get_content_maintype)
      160    0.000    0.000    0.000    0.000 message.py:607(get_default_type)
        1    0.000    0.000    0.003    0.003 mimetypes.py:194(read)
        1    0.001    0.001    0.003    0.003 mimetypes.py:205(readfp)
       35    0.000    0.000    0.001    0.000 mimetypes.py:269(guess_type)
        1    0.000    0.000    0.003    0.003 mimetypes.py:342(init)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(__init__)
      691    0.001    0.000    0.001    0.000 mimetypes.py:78(add_type)
       35    0.000    0.000    0.001    0.000 mimetypes.py:95(guess_type)
        1    0.000    0.000    0.000    0.000 monkey.py:107(_get_original)
        1    0.000    0.000    0.000    0.000 monkey.py:121(get_original)
      118    0.000    0.000    0.001    0.000 nodes.py:127(__init__)
     2543    0.001    0.000    0.001    0.000 nodes.py:148(iter_fields)
     1562    0.002    0.000    0.004    0.000 nodes.py:164(iter_child_nodes)
        6    0.000    0.000    0.001    0.000 nodes.py:177(find)
   385/30    0.001    0.000    0.002    0.000 nodes.py:184(find_all)
        3    0.000    0.000    0.000    0.000 nodes.py:194(set_ctx)
        3    0.000    0.000    0.001    0.000 nodes.py:219(set_environment)
       36    0.000    0.000    0.000    0.000 nodes.py:359(as_const)
        4    0.000    0.000    0.000    0.000 nodes.py:383(as_const)
        3    0.000    0.000    0.000    0.000 nodes.py:425(can_assign)
       32    0.000    0.000    0.000    0.000 nodes.py:462(as_const)
        2    0.000    0.000    0.000    0.000 nodes.py:554(as_const)
        2    0.000    0.000    0.000    0.000 nodes.py:605(as_const)
       19    0.000    0.000    0.000    0.000 nodes.py:662(as_const)
        9    0.000    0.000    0.000    0.000 nodes.py:708(as_const)
       81    0.000    0.000    0.000    0.000 nodes.py:81(__init__)
       68    0.000    0.000    0.000    0.000 nodes.py:97(get_eval_context)
        3    0.000    0.000    0.002    0.001 optimizer.py:23(optimize)
        3    0.000    0.000    0.000    0.000 optimizer.py:32(__init__)
        3    0.000    0.000    0.001    0.000 optimizer.py:35(visit_If)
    20/18    0.000    0.000    0.001    0.000 optimizer.py:54(fold)
       43    0.000    0.000    0.000    0.000 os.py:720(__getitem__)
       44    0.000    0.000    0.000    0.000 os.py:743(__iter__)
       43    0.000    0.000    0.000    0.000 os.py:796(encode)
       84    0.000    0.000    0.000    0.000 os.py:800(decode)
      100    0.000    0.000    0.000    0.000 parse.py:100(_coerce_args)
       50    0.000    0.000    0.001    0.000 parse.py:288(urlparse)
       10    0.000    0.000    0.000    0.000 parse.py:313(_splitnetloc)
       50    0.000    0.000    0.001    0.000 parse.py:321(urlsplit)
       50    0.000    0.000    0.000    0.000 parse.py:527(unquote)
        2    0.000    0.000    0.000    0.000 parse.py:656(__init__)
       57    0.000    0.000    0.000    0.000 parse.py:664(__missing__)
      100    0.000    0.000    0.002    0.000 parse.py:670(quote)
      100    0.000    0.000    0.002    0.000 parse.py:714(quote_plus)
      100    0.000    0.000    0.002    0.000 parse.py:731(quote_from_bytes)
       50    0.000    0.000    0.001    0.000 parse.py:751(<listcomp>)
       50    0.000    0.000    0.003    0.000 parse.py:753(urlencode)
       50    0.000    0.000    0.000    0.000 parse.py:846(unwrap)
       85    0.000    0.000    0.001    0.000 parse.py:855(splittype)
       50    0.000    0.000    0.000    0.000 parse.py:868(splithost)
      100    0.000    0.000    0.000    0.000 parse.py:89(_noop)
       50    0.000    0.000    0.000    0.000 parse.py:930(splittag)
     10/4    0.000    0.000    0.005    0.001 parser.py:112(parse_statement)
     10/3    0.000    0.000    0.004    0.001 parser.py:140(parse_statements)
        3    0.000    0.000    0.002    0.001 parser.py:178(parse_for)
       90    0.000    0.000    0.000    0.000 parser.py:18(__init__)
        3    0.000    0.000    0.001    0.000 parser.py:197(parse_if)
        2    0.000    0.000    0.003    0.002 parser.py:218(parse_block)
        1    0.000    0.000    0.001    0.001 parser.py:235(parse_extends)
        1    0.000    0.000    0.000    0.000 parser.py:240(parse_import_context)
        1    0.000    0.000    0.000    0.000 parser.py:249(parse_include)
        3    0.000    0.000    0.003    0.001 parser.py:28(__init__)
        3    0.000    0.000    0.000    0.000 parser.py:360(parse_assign_target)
    23/21    0.000    0.000    0.002    0.000 parser.py:384(parse_expression)
    17/15    0.000    0.000    0.002    0.000 parser.py:393(parse_condexpr)
    23/21    0.000    0.000    0.002    0.000 parser.py:406(parse_or)
    23/21    0.000    0.000    0.002    0.000 parser.py:415(parse_and)
       90    0.001    0.000    0.019    0.000 parser.py:42(parse)
    23/21    0.000    0.000    0.002    0.000 parser.py:424(parse_not)
    23/21    0.000    0.000    0.002    0.000 parser.py:430(parse_compare)
    26/24    0.000    0.000    0.002    0.000 parser.py:452(parse_add)
    27/25    0.000    0.000    0.002    0.000 parser.py:462(parse_sub)
    28/26    0.000    0.000    0.002    0.000 parser.py:472(parse_concat)
    28/26    0.000    0.000    0.002    0.000 parser.py:482(parse_mul)
    28/26    0.000    0.000    0.002    0.000 parser.py:492(parse_div)
    28/26    0.000    0.000    0.002    0.000 parser.py:502(parse_floordiv)
    28/26    0.000    0.000    0.002    0.000 parser.py:512(parse_mod)
    28/26    0.000    0.000    0.001    0.000 parser.py:522(parse_pow)
    28/26    0.000    0.000    0.001    0.000 parser.py:532(parse_unary)
       31    0.000    0.000    0.001    0.000 parser.py:548(parse_primary)
       22    0.000    0.000    0.002    0.000 parser.py:582(parse_tuple)
       90    0.000    0.000    0.019    0.000 parser.py:60(parsestr)
        6    0.000    0.000    0.001    0.000 parser.py:608(<lambda>)
    28/26    0.000    0.000    0.001    0.000 parser.py:664(parse_postfix)
       28    0.000    0.000    0.000    0.000 parser.py:677(parse_filter_expr)
       10    0.000    0.000    0.000    0.000 parser.py:692(parse_subscript)
        1    0.000    0.000    0.000    0.000 parser.py:749(parse_call)
        3    0.000    0.000    0.000    0.000 parser.py:756(ensure)
        1    0.000    0.000    0.000    0.000 parser.py:796(parse_filter)
     13/3    0.000    0.000    0.007    0.002 parser.py:847(subparse)
       23    0.000    0.000    0.000    0.000 parser.py:855(flush_data)
        3    0.000    0.000    0.007    0.002 parser.py:895(parse)
       22    0.000    0.000    0.000    0.000 parser.py:97(is_tuple_end)
        1    0.000    0.000    0.000    0.000 pool.py:15(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:179(IMap)
        1    0.000    0.000    0.000    0.000 pool.py:225(GroupMappingMixin)
      101    0.001    0.000    0.021    0.000 pool.py:278(apply)
        1    0.000    0.000    0.000    0.000 pool.py:33(IMapUnordered)
        1    0.000    0.000    0.000    0.000 pool.py:389(Group)
        1    0.000    0.000    0.000    0.000 pool.py:598(Failure)
        1    0.000    0.000    0.000    0.000 pool.py:612(Pool)
        1    0.000    0.000    0.000    0.000 pool.py:697(pass_value)
       76    0.000    0.000    0.000    0.000 posixpath.py:115(splitext)
       41    0.000    0.000    0.000    0.000 posixpath.py:136(basename)
       35    0.000    0.000    0.000    0.000 posixpath.py:318(normpath)
      315    0.000    0.000    0.000    0.000 posixpath.py:39(_get_sep)
       42    0.000    0.000    0.000    0.000 posixpath.py:50(normcase)
      105    0.000    0.000    0.000    0.000 posixpath.py:61(isabs)
      169    0.000    0.000    0.001    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 queue.py:214(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:233(LifoQueue)
      485    0.001    0.000    0.654    0.001 re.py:175(sub)
      499    0.000    0.000    0.415    0.001 re.py:222(compile)
   355416    0.850    0.000    0.993    0.000 re.py:240(escape)
      984    0.010    0.000    0.415    0.000 re.py:278(_compile)
        2    0.000    0.000    0.000    0.000 request.py:1167(__init__)
       50    0.000    0.000    0.001    0.000 request.py:1173(do_request_)
       50    0.001    0.000    0.159    0.003 request.py:1213(do_open)
       50    0.000    0.000    0.000    0.000 request.py:1227(<genexpr>)
      200    0.000    0.000    0.000    0.000 request.py:1240(<genexpr>)
       50    0.000    0.000    0.159    0.003 request.py:1281(http_open)
        1    0.000    0.000    0.000    0.000 request.py:1290(__init__)
       35    0.000    0.000    0.000    0.000 request.py:1336(parse_http_list)
       35    0.000    0.000    0.000    0.000 request.py:1377(<listcomp>)
       50    0.000    0.000    0.167    0.003 request.py:140(urlopen)
        1    0.000    0.000    0.000    0.000 request.py:2399(getproxies_environment)
       50    0.000    0.000    0.002    0.000 request.py:248(request_host)
       50    0.000    0.000    0.004    0.000 request.py:266(__init__)
      150    0.000    0.000    0.000    0.000 request.py:284(full_url)
       50    0.000    0.000    0.002    0.000 request.py:290(full_url)
      150    0.000    0.000    0.000    0.000 request.py:303(data)
       50    0.000    0.000    0.000    0.000 request.py:307(data)
       50    0.000    0.000    0.002    0.000 request.py:321(_parse)
       50    0.000    0.000    0.000    0.000 request.py:329(get_method)
       50    0.000    0.000    0.000    0.000 request.py:334(get_full_url)
       50    0.000    0.000    0.000    0.000 request.py:345(has_proxy)
      100    0.000    0.000    0.000    0.000 request.py:352(add_unredirected_header)
      100    0.000    0.000    0.000    0.000 request.py:356(has_header)
        1    0.000    0.000    0.000    0.000 request.py:375(__init__)
       10    0.000    0.000    0.001    0.000 request.py:386(add_handler)
      100    0.000    0.000    0.159    0.002 request.py:437(_call_chain)
       50    0.001    0.000    0.166    0.003 request.py:448(open)
       50    0.000    0.000    0.160    0.003 request.py:476(_open)
        1    0.000    0.000    0.001    0.001 request.py:516(build_opener)
        9    0.000    0.000    0.000    0.000 request.py:555(add_parent)
       16    0.000    0.000    0.000    0.000 request.py:562(__lt__)
       50    0.000    0.000    0.000    0.000 request.py:575(http_response)
        1    0.000    0.000    0.000    0.000 request.py:738(__init__)
        1    0.000    0.000    0.000    0.000 resolver_thread.py:16(Resolver)
        1    0.000    0.000    0.002    0.002 resolver_thread.py:39(__init__)
        1    0.000    0.000    0.001    0.001 resolver_thread.py:4(<module>)
      100    0.000    0.000    0.021    0.000 resolver_thread.py:63(getaddrinfo)
        1    0.000    0.000    0.000    0.000 resolver_thread.py:66(gethostbyaddr)
       40    0.000    0.000    0.001    0.000 routing.py:1202(bind)
       40    0.000    0.000    0.002    0.000 routing.py:1243(bind_to_environ)
      120    0.000    0.000    0.000    0.000 routing.py:1316(_get_wsgi_string)
      475    0.000    0.000    0.000    0.000 routing.py:1329(update)
       12    0.000    0.000    0.000    0.000 routing.py:1340(<lambda>)
       12    0.000    0.000    0.000    0.000 routing.py:1342(<lambda>)
       40    0.000    0.000    0.000    0.000 routing.py:1356(__init__)
       40    0.001    0.000    0.002    0.000 routing.py:1425(match)
      435    0.001    0.000    0.001    0.000 routing.py:1595(get_host)
       40    0.000    0.000    0.000    0.000 routing.py:1611(get_default_redirect)
  870/435    0.002    0.000    0.037    0.000 routing.py:1662(_partial_build)
      435    0.004    0.000    0.063    0.000 routing.py:1683(build)
      870    0.000    0.000    0.000    0.000 routing.py:1752(<genexpr>)
      465    0.001    0.000    0.001    0.000 routing.py:744(match)
      435    0.005    0.000    0.034    0.000 routing.py:786(build)
      435    0.001    0.000    0.001    0.000 routing.py:828(suitable_for)
       12    0.000    0.000    0.000    0.000 routing.py:856(match_compare_key)
       12    0.000    0.000    0.000    0.000 routing.py:872(build_compare_key)
       35    0.000    0.000    0.000    0.000 routing.py:919(to_python)
      435    0.001    0.000    0.010    0.000 routing.py:922(to_url)
       55    0.000    0.000    0.001    0.000 runtime.py:115(__init__)
       60    0.000    0.000    0.000    0.000 runtime.py:126(<genexpr>)
      175    0.000    0.000    0.000    0.000 runtime.py:149(resolve)
       50    0.000    0.000    0.010    0.000 runtime.py:169(call)
       55    0.000    0.000    0.000    0.000 runtime.py:463(__init__)
       55    0.000    0.000    0.000    0.000 runtime.py:491(__getattr__)
       55    0.000    0.000    0.000    0.000 runtime.py:513(__str__)
       55    0.000    0.000    0.001    0.000 runtime.py:55(new_context)
        1    0.000    0.000    0.000    0.000 select.py:105(__init__)
        1    0.000    0.000    0.000    0.000 select.py:109(register)
       48    0.001    0.000   20.546    0.428 select.py:120(poll)
       49    0.000    0.000    0.000    0.000 select.py:26(get_fileno)
       48    0.000    0.000    0.000    0.000 select.py:88(__init__)
       40    0.000    0.000    0.001    0.000 select.py:92(add_event)
        1    0.000    0.000    0.000    0.000 selectors.py:198(__enter__)
        1    0.000    0.000    0.000    0.000 selectors.py:20(_fileobj_to_fd)
        1    0.000    0.000    0.000    0.000 selectors.py:201(__exit__)
        1    0.000    0.000    0.000    0.000 selectors.py:208(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:214(_fileobj_lookup)
        1    0.000    0.000    0.000    0.000 selectors.py:233(register)
        1    0.000    0.000    0.000    0.000 selectors.py:268(close)
       40    0.000    0.000    0.000    0.000 selectors.py:275(_key_from_fd)
        1    0.000    0.000    0.000    0.000 selectors.py:346(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:350(register)
       48    0.000    0.000   20.547    0.428 selectors.py:365(select)
        1    0.000    0.000    0.000    0.000 selectors.py:62(__init__)
        1    0.000    0.000    0.000    0.000 server.py:132(HTTPServer)
        1    0.000    0.000    0.000    0.000 server.py:136(server_bind)
        1    0.000    0.000    0.000    0.000 server.py:144(BaseHTTPRequestHandler)
       40    0.001    0.000    0.012    0.000 server.py:265(parse_request)
        1    0.000    0.000    0.005    0.005 server.py:32(<module>)
       40    0.000    0.000   10.773    0.269 server.py:418(handle)
      300    0.001    0.000    0.001    0.000 server.py:506(send_header)
       40    0.000    0.000    0.002    0.000 server.py:520(end_headers)
       40    0.000    0.000    0.001    0.000 server.py:526(flush_headers)
       40    0.000    0.000    0.000    0.000 server.py:578(version_string)
        5    0.000    0.000    0.000    0.000 server.py:582(date_time_string)
       40    0.000    0.000    0.001    0.000 server.py:593(log_date_time_string)
        1    0.000    0.000    0.000    0.000 server.py:622(<dictcomp>)
        1    0.000    0.000    0.003    0.003 server.py:628(SimpleHTTPRequestHandler)
        1    0.000    0.000    0.000    0.000 server.py:919(CGIHTTPRequestHandler)
       40    0.000    0.000   10.760    0.269 serving.py:133(run_wsgi)
      175    0.001    0.000    0.019    0.000 serving.py:141(write)
